title,ingredients,instructions,food_types,description,average_rating,minutes,n_ingredients,n_steps,score
souper  easy sweet   sour meatballs,"ground beef, dried breadcrumbs, onion, eggs, tomato soup, water, sugar, salt and pepper, lemon juice","mix together beef , bread crumbs , onions and eggs. form into meatballs. fry and brown in oil. drain on paper towel , then roll in cornstarch. in a sauce pan combine soup , water , sugar , salt , pepper& lemon juice. drop meatballs into simmering sauce. simmer on low heat for 2 hours",Non-Veg dessert,tasty & easy are 2 words to describe this recipe. never any leftovers. i usually double this recipe and freeze in meals size amounts. this way i always have somthing to pull from the freezer on days i don't feel like cooking.,4.875,150,9,7,4.698748691
sour cream  avocado dip  vegan,"soft silken tofu, avocado, chunky salsa, fresh cilantro, lime juice, hot sauce, salt and pepper","peel and pit avocado , put in a large mixing bowl. add entire block of tofu and salsa. combine ingredients using a hand mixer on medium speed for about 1 minute or until the mixture becomes smooth. add remaining ingredients , mix on low speed until all ingredients are blended together. chill for one hour and serve. store leftovers in the fridge in an air-tight container",Veg,"i made this up when i had an avocado that was getting too ripe and some leftover cilantro. it's good with chips or cut-up veggies, as a topping for mexican food or baked potatoes, etc. totally vegan and even my husband liked it.",3.75,10,7,6,4.048123037
stove top  bbq  beef or pork ribs,"beef ribs, onion, ketchup, water, fresh lemon juice, brown sugar, mustard, salt, worcestershire sauce, vegetable oil","cut all ribs into serving size pieces sprinkle ribs with salt in a dutch oven , brown ribs on all sides in veg oil over medium heat remove ribs from pot saute onions in pot until lightly browned return ribs to pot combine all remaining ingredients in a bowl and mix together- add to pot cover pot and cook over low heat for approx 2 hours , or until tender , stirring occasionally",Veg dessert,"this recipe is from the paula deen cooking show on the tv food network. originally shown for beef short ribs only, i have found it works as well with pork ribs. i have increased the amount of sauce ingredients - the original amounts didn't seem to be quite enough to really enjoy!",4.666666667,150,10,1,4.5992097
symphony  brownies,"betty crocker fudge brownie mix, eggs, water, vegetable oil, milk chocolate candy bars","preheat oven to 350 degrees , or 325 degrees for glass baking dish. lightly grease the bottom only of an 11 x 7 inch baking pan. set aside. in a large mixing bowl prepare brownie mix according to directions on the package , using 2 eggs , 1 / 4 cup water and 1 / 2 cup oil. stir until smooth. spread half the batter evenly into prepared pan. unwrap candy bars and place them on top of the batter. top with remaining brownie batter. bake 40 minutes or until a toothpick inserted near center comes out with only a few moist crumbs clinging to it. remove pan from oven and let cool on wire rack before cutting into squares or other shapes",Non-Veg dessert,a ,4.0,45,5,10,4.057707679
the best  banana bread  or muffins,"butter, sugar, eggs, bananas, water, baking soda, salt, baking powder, flour, nuts, chocolate chips","cream together butter and sugar. blend in eggs. add bananas , water , soda , salt , and baking powder. blend well. stir in flour. add nuts and / or chips , if desired. pour into 4 greased / floured loaf pans or lined muffin tins. bake at 350: loaves need 35-40 minutes , or until toothpick inserted in center comes out clean. muffins need only 18-20 minutes. with this recipe , i usually always make muffins to cut down bake time",Non-Veg dessert,"okay, another banana bread recipe...but maybe the other ones don't have at least one ingredient that this one does...my family loves the muffins from this recipe...especially when i make mini-muffins! (i usually halve the recipe!) makes 4 loaves or 60 muffins",4.259259259,70,11,10,4.270483364
the best  chocolate chip cheesecake ever,"oreo cookie crumbs, butter, cream cheese, sweetened condensed milk, eggs, vanilla, chocolate chips, flour, sour cream, brown sugar","preheat oven to 300. combine cookie crumbs& butter , press firmly on bottom of 9 inch springform pan. in large mixing bowl beat cream cheese until fluffy , beat in sweetened condensed milk , eggs& vanilla. in small bowl toss 1 / 2 cup of chocolate chips with flour , stir into cheesecake mixture. pour into prepared pan. sprinkle remaining chips on top. bake 1 hour , cool& chill. for topping beat one cup sour cream& 2tbsp. brown sugar , pour over cake , cook additional 10 mins. dripmelted semi-sweet chocolate over top. i usually decorate with fresh strawberries and serve slices with spray whipped cream. awesome !",Non-Veg dessert,"i wrote this recipe down once while visiting a girl friend(she just had it on an index card) i hadn't even tried it and boy was i not sorry...this is the best! i get rave reviews whenever i make this. my sister in law has actually brought me all the ingredients on several occasions to make this for her to take to work, etc.. if you like cheesecake i do not think this will disappoint!",4.476190476,90,10,12,4.455399372
tide me over   indian chaat  simple veggie salad,"cucumber, potato, chopped tomato, plain yogurt, chat masala, paprika, salt","toss everything well in a serving bowl. grab a fork or large spoon and eat immediately , or refrigerate until hunger strikes , and then eat !. feel extremely pleased with yourself that you snacked on this instead of that bag of chips you were eyeing. proceed to eat several helpings of dessert after dinner as reward",Healthy,this version of the famous indian chaat (pronounce with the emphasis on the ,4.428571429,2,7,4,4.398634936
wacky cake,"flour, sugar, cocoa, baking soda, salt, vegetable oil, vinegar, vanilla, water","sift together and make 3 holes in dry ingredients. in first hole , pour vegetable oil. in second hole , pour vinegar. in third hole , pour vanilla. pour cold water over all. mix well with fork or whisk , but do not beat. bake in greased 8 x 8 pan for about 35 minutes at 350 deg f",Veg dessert,this is mom's favorite chocolate cake. easy to make and has a little different twist. also has no eggs or dairy products. pick your favorite frosting for the top--mom likes 7-minute the best.,4.764705882,40,9,7,4.720657481
wait forever  pork chops,"pork loin chops, applesauce, brown sugar, clove","brown chops with a little salt and pepper. in baking dish , put pork chops on the bottom , mix rest of ingredients and pour on top of chops. bake at 300f degrees for 1 hour or 1 1 / 2 hours. ""hold""in warm oven until ready to serve , the longer the better !",Veg dessert,"these are so easy, and the longer you ",3.888888889,100,4,4,4.029614177
1 asian noodle salad,"rice noodles, carrot, english cucumber, green onions, bean sprouts, garlic, fresh ginger, light soy sauce, sesame oil, rice wine vinegar, honey, asian chili sauce, fresh cilantro","bring a large pot of water to boil. add rice noodles and cook one minute , or until just tender. drain well , then rinse gently in cold water to cool the noodles. drain again and place in a large bowl with remaining ingredients. gently toss to combine. this salad can be made several hours in advance. keep refrigerated until needed",Healthy,"i am addicted to this! and it's so easy to make and good for taking to bbq's, potlucks etc. found the recipe in my local grocery store's weekly advertisement.",4.2,26,13,7,4.264998255
1 favorite chinese steamed whole fish by sy,"fish, scallions, rice wine, peanut oil, sesame oil, white pepper, salt, gingerroot, low sodium soy sauce","clean and scale the fish and remove the insides , however , leave the head and tail on. rinse under cold water and then pat dry. place the fish in an oblong oven proof / microwave proof dish and add a little rice wine to both sides. after 5 minutes , remove the wine. place two whole scallions under the fish to prop the fish up , which will allow steam to flow underneath. steaming the fish: place water in a large wok and using a flat round trivet on top of the wok , bring water to a boil. place the fish plate on the trivet and cover. steam the fish for about 10-15 minutes , use a fork to poke the flesh of the fish to see that it is done. remove the fish plate from the wok , pour off the cloudy liquid , discard the scallions and then place the plate in the kitchen sink. as an alternative for steaming , put plastic wrap over the fish plate and then into the microwave oven. microwave on high for about 5-6 minutes. check for doneness as. sprinkle the fish with pepper& salt. spread over the fish the scallions and ginger strips. in a small frying pan add the peanut& sesame oil and heat just to smoking. then pour smoking oil over the fish , be careful with the oil splattering. next add the soya sauce. serve hot with white rice and chinese vegetables toped with oyster sauce !",Healthy,steamed whole fresh fish is one of the best liked of all cantonese chinese dishes. one of my favorite sauces to go along with steamed fish is a ,4.8,45,9,18,4.598331588
